team,total_points,date,id,id_num,team_short,rank
Netherlands,1731.23,2023-06-29,id14058,14058,NED,7.0
Italy,1726.58,2023-06-29,id14058,14058,ITA,8.0
Portugal,1718.25,2023-06-29,id14058,14058,POR,9.0
Spain,1703.45,2023-06-29,id14058,14058,ESP,10.0
USA,1673.34,2023-06-29,id14058,14058,USA,11.0
Switzerland,1661.12,2023-06-29,id14058,14058,SUI,12.0
Morocco,1655.5,2023-06-29,id14058,14058,MAR,13.0
Mexico,1639.19,2023-06-29,id14058,14058,MEX,14.0
Germany,1636.32,2023-06-29,id14058,14058,GER,15.0
Uruguay,1633.13,2023-06-29,id14058,14058,URU,16.0
Colombia,1624.91,2023-06-29,id14058,14058,COL,17.0
Senegal,1612.61,2023-06-29,id14058,14058,SEN,18.0
Denmark,1597.37,2023-06-29,id14058,14058,DEN,19.0
Japan,1595.96,2023-06-29,id14058,14058,JPN,20.0
Peru,1561.2,2023-06-29,id14058,14058,PER,21.0
IR Iran,1556.59,2023-06-29,id14058,14058,IRN,22.0
Sweden,1547.11,2023-06-29,id14058,14058,SWE,23.0
Ukraine,1541.25,2023-06-29,id14058,14058,UKR,24.0
Serbia,1539.03,2023-06-29,id14058,14058,SRB,25.0
Poland,1536.99,2023-06-29,id14058,14058,POL,26.0
Australia,1530.45,2023-06-29,id14058,14058,AUS,27.0
Korea Republic,1529.3,2023-06-29,id14058,14058,KOR,28.0
Austria,1528.06,2023-06-29,id14058,14058,AUT,29.0
Scotland,1520.24,2023-06-29,id14058,14058,SCO,30.0
Tunisia,1516.66,2023-06-29,id14058,14058,TUN,31.0
Chile,1511.31,2023-06-29,id14058,14058,CHI,32.0
Algeria,1511.23,2023-06-29,id14058,14058,ALG,33.0
Egypt,1509.89,2023-06-29,id14058,14058,EGY,34.0
Wales,1506.04,2023-06-29,id14058,14058,WAL,35.0
Hungary,1504.57,2023-06-29,id14058,14058,HUN,36.0
Czechia,1503.69,2023-06-29,id14058,14058,CZE,37.0
Russia,1495.53,2023-06-29,id14058,14058,RUS,38.0
Nigeria,1486.48,2023-06-29,id14058,14058,NGA,39.0
Ecuador,1486.47,2023-06-29,id14058,14058,ECU,40.0
Türkiye,1484.47,2023-06-29,id14058,14058,TUR,41.0
Costa Rica,1478.3,2023-06-29,id14058,14058,CRC,42.0
Cameroon,1470.97,2023-06-29,id14058,14058,CMR,43.0
Norway,1458.47,2023-06-29,id14058,14058,NOR,44.0
Canada,1454.12,2023-06-29,id14058,14058,CAN,45.0
Slovakia,1447.05,2023-06-29,id14058,14058,SVK,46.0
Romania,1443.98,2023-06-29,id14058,14058,ROU,47.0
Paraguay,1442.64,2023-06-29,id14058,14058,PAR,48.0
Greece,1441.06,2023-06-29,id14058,14058,GRE,49.0
Mali,1438.01,2023-06-29,id14058,14058,MLI,50.0
Côte d'Ivoire,1433.38,2023-06-29,id14058,14058,CIV,51.0
Republic of Ireland,1426.26,2023-06-29,id14058,14058,IRL,52.0
Saudi Arabia,1421.46,2023-06-29,id14058,14058,KSA,53.0
Finland,1419.47,2023-06-29,id14058,14058,FIN,54.0
Burkina Faso,1419.18,2023-06-29,id14058,14058,BFA,55.0
Venezuela,1417.23,2023-06-29,id14058,14058,VEN,56.0
Panama,1399.23,2023-06-29,id14058,14058,PAN,57.0
Qatar,1393.52,2023-06-29,id14058,14058,QAT,58.0
Ghana,1391.13,2023-06-29,id14058,14058,GHA,59.0
Slovenia,1391.04,2023-06-29,id14058,14058,SVN,60.0
Bosnia and Herzegovina,1381.1,2023-06-29,id14058,14058,BIH,61.0
South Africa,1369.49,2023-06-29,id14058,14058,RSA,62.0
Jamaica,1367.83,2023-06-29,id14058,14058,JAM,63.0
Northern Ireland,1361.17,2023-06-29,id14058,14058,NIR,64.0
Albania,1357.39,2023-06-29,id14058,14058,ALB,65.0
Cabo Verde,1354.65,2023-06-29,id14058,14058,CPV,66.0
Iceland,1352.98,2023-06-29,id14058,14058,ISL,67.0
North Macedonia,1350.53,2023-06-29,id14058,14058,MKD,68.0
Congo DR,1350.11,2023-06-29,id14058,14058,COD,69.0
Iraq,1345.21,2023-06-29,id14058,14058,IRQ,70.0
Montenegro,1343.45,2023-06-29,id14058,14058,MNE,71.0
United Arab Emirates,1336.28,2023-06-29,id14058,14058,UAE,72.0
Oman,1332.45,2023-06-29,id14058,14058,OMA,73.0
Uzbekistan,1327.58,2023-06-29,id14058,14058,UZB,74.0
Israel,1323.81,2023-06-29,id14058,14058,ISR,75.0
El Salvador,1317.64,2023-06-29,id14058,14058,SLV,76.0
Bulgaria,1315.48,2023-06-29,id14058,14058,BUL,77.0
Georgia,1312.8,2023-06-29,id14058,14058,GEO,78.0
China PR,1304.78,2023-06-29,id14058,14058,CHN,79.0
Guinea,1296.75,2023-06-29,id14058,14058,GUI,80.0
Honduras,1296.42,2023-06-29,id14058,14058,HON,81.0
Jordan,1296.26,2023-06-29,id14058,14058,JOR,82.0
Bolivia,1295.09,2023-06-29,id14058,14058,BOL,83.0
Zambia,1290.2,2023-06-29,id14058,14058,ZAM,84.0
Gabon,1285.25,2023-06-29,id14058,14058,GAB,85.0
Bahrain,1282.05,2023-06-29,id14058,14058,BHR,86.0
Haiti,1275.96,2023-06-29,id14058,14058,HAI,87.0
Curaçao,1267.87,2023-06-29,id14058,14058,CUW,88.0
Luxembourg,1262.72,2023-06-29,id14058,14058,LUX,89.0
Armenia,1252.6,2023-06-29,id14058,14058,ARM,90.0
Equatorial Guinea,1251.83,2023-06-29,id14058,14058,EQG,91.0
Uganda,1250.32,2023-06-29,id14058,14058,UGA,92.0
Benin,1248.13,2023-06-29,id14058,14058,BEN,93.0
Syria,1241.62,2023-06-29,id14058,14058,SYR,94.0
Vietnam,1238.23,2023-06-29,id14058,14058,VIE,95.0
Palestine,1233.02,2023-06-29,id14058,14058,PLE,96.0
Kyrgyz Republic,1224.8,2023-06-29,id14058,14058,KGZ,97.0
Belarus,1212.28,2023-06-29,id14058,14058,BLR,98.0
Mauritania,1205.18,2023-06-29,id14058,14058,MTN,99.0
India,1204.9,2023-06-29,id14058,14058,IND,100.0
Trinidad and Tobago,1203.28,2023-06-29,id14058,14058,TRI,101.0
Lebanon,1201.74,2023-06-29,id14058,14058,LBN,102.0
New Zealand,1199.04,2023-06-29,id14058,14058,NZL,103.0
Kazakhstan,1198.24,2023-06-29,id14058,14058,KAZ,104.0
Kenya,1191.07,2023-06-29,id14058,14058,KEN,105.0
Congo,1190.63,2023-06-29,id14058,14058,CGO,106.0
Madagascar,1186.09,2023-06-29,id14058,14058,MAD,107.0
Kosovo,1179.69,2023-06-29,id14058,14058,KOS,108.0
Tajikistan,1179.54,2023-06-29,id14058,14058,TJK,109.0
Estonia,1179.3,2023-06-29,id14058,14058,EST,110.0
Guinea-Bissau,1178.93,2023-06-29,id14058,14058,GNB,111.0
Namibia,1175.14,2023-06-29,id14058,14058,NAM,112.0
Thailand,1174.37,2023-06-29,id14058,14058,THA,113.0
Angola,1170.76,2023-06-29,id14058,14058,ANG,114.0
Korea DPR,1169.96,2023-06-29,id14058,14058,PRK,115.0
Guatemala,1166.6,2023-06-29,id14058,14058,GUA,116.0
Mozambique,1165.85,2023-06-29,id14058,14058,MOZ,117.0
Cyprus,1163.73,2023-06-29,id14058,14058,CYP,118.0
The Gambia,1159.82,2023-06-29,id14058,14058,GAM,119.0
Sierra Leone,1156.11,2023-06-29,id14058,14058,SLE,120.0
Azerbaijan,1143.22,2023-06-29,id14058,14058,AZE,121.0
Togo,1140.88,2023-06-29,id14058,14058,TOG,122.0
Tanzania,1138.79,2023-06-29,id14058,14058,TAN,123.0
Zimbabwe,1138.56,2023-06-29,id14058,14058,ZIM,124.0
Central African Republic,1133.5,2023-06-29,id14058,14058,CTA,125.0
Malawi,1133.17,2023-06-29,id14058,14058,MWI,126.0
Libya,1130.75,2023-06-29,id14058,14058,LBY,127.0
Niger,1129.67,2023-06-29,id14058,14058,NIG,128.0
Faroe Islands,1126.3,2023-06-29,id14058,14058,FRO,129.0
Comoros,1122.82,2023-06-29,id14058,14058,COM,130.0
Sudan,1116.21,2023-06-29,id14058,14058,SDN,131.0
Antigua and Barbuda,1107.51,2023-06-29,id14058,14058,ATG,132.0
Solomon Islands,1097.61,2023-06-29,id14058,14058,SOL,133.0
Latvia,1096.19,2023-06-29,id14058,14058,LVA,134.0
Philippines,1095.66,2023-06-29,id14058,14058,PHI,135.0
St Kitts and Nevis,1092.03,2023-06-29,id14058,14058,SKN,136.0
Malaysia,1091.57,2023-06-29,id14058,14058,MAS,137.0
Turkmenistan,1089.77,2023-06-29,id14058,14058,TKM,138.0
Rwanda,1089.46,2023-06-29,id14058,14058,RWA,139.0
Burundi,1085.06,2023-06-29,id14058,14058,BDI,140.0
Kuwait,1084.34,2023-06-29,id14058,14058,KUW,141.0
Nicaragua,1076.11,2023-06-29,id14058,14058,NCA,142.0
Ethiopia,1074.47,2023-06-29,id14058,14058,ETH,143.0
Suriname,1073.57,2023-06-29,id14058,14058,SUR,144.0
Lithuania,1069.97,2023-06-29,id14058,14058,LTU,145.0
Eswatini,1058.82,2023-06-29,id14058,14058,SWZ,146.0
Botswana,1052.37,2023-06-29,id14058,14058,BOT,147.0
Liberia,1049.94,2023-06-29,id14058,14058,LBR,148.0
"Hong Kong, China",1049.74,2023-06-29,id14058,14058,HKG,149.0
Indonesia,1047.46,2023-06-29,id14058,14058,IDN,150.0
Dominican Republic,1036.74,2023-06-29,id14058,14058,DOM,151.0
Lesotho,1035.1,2023-06-29,id14058,14058,LES,152.0
Chinese Taipei,1028.18,2023-06-29,id14058,14058,TPE,153.0
Maldives,1024.72,2023-06-29,id14058,14058,MDV,154.0
Andorra,1022.3,2023-06-29,id14058,14058,AND,155.0
Yemen,1020.37,2023-06-29,id14058,14058,YEM,156.0
Afghanistan,1020.32,2023-06-29,id14058,14058,AFG,157.0
Singapore,1014.78,2023-06-29,id14058,14058,SGP,158.0
Papua New Guinea,1003.28,2023-06-29,id14058,14058,PNG,159.0
Myanmar,1000.26,2023-06-29,id14058,14058,MYA,160.0
New Caledonia,995.58,2023-06-29,id14058,14058,NCL,161.0
Tahiti,995.11,2023-06-29,id14058,14058,TAH,162.0
Puerto Rico,993.8,2023-06-29,id14058,14058,PUR,163.0
Moldova,990.73,2023-06-29,id14058,14058,MDA,164.0
Vanuatu,986.44,2023-06-29,id14058,14058,VAN,165.0
Cuba,984.84,2023-06-29,id14058,14058,CUB,166.0
Barbados,984.05,2023-06-29,id14058,14058,BRB,167.0
South Sudan,983.35,2023-06-29,id14058,14058,SSD,168.0
Guyana,981.69,2023-06-29,id14058,14058,GUY,169.0
Fiji,980.48,2023-06-29,id14058,14058,FIJ,170.0
St Lucia,978.91,2023-06-29,id14058,14058,LCA,171.0
Malta,972.86,2023-06-29,id14058,14058,MLT,172.0
Bermuda,966.27,2023-06-29,id14058,14058,BER,173.0
Grenada,960.77,2023-06-29,id14058,14058,GRN,174.0
Nepal,959.36,2023-06-29,id14058,14058,NEP,175.0
Cambodia,942.97,2023-06-29,id14058,14058,CAM,176.0
Belize,939.96,2023-06-29,id14058,14058,BLZ,177.0
St Vincent and the Grenadines,938.28,2023-06-29,id14058,14058,VIN,178.0
Montserrat,938.02,2023-06-29,id14058,14058,MSR,179.0
Mauritius,936.03,2023-06-29,id14058,14058,MRI,180.0
Chad,930.22,2023-06-29,id14058,14058,CHA,181.0
Macau,913.68,2023-06-29,id14058,14058,MAC,182.0
Mongolia,908.71,2023-06-29,id14058,14058,MNG,183.0
Bhutan,906.36,2023-06-29,id14058,14058,BHU,184.0
Dominica,904.88,2023-06-29,id14058,14058,DMA,185.0
American Samoa,900.27,2023-06-29,id14058,14058,ASA,186.0
São Tomé and Príncipe,900.07,2023-06-29,id14058,14058,STP,187.0
Laos,899.58,2023-06-29,id14058,14058,LAO,188.0
Cook Islands,899.33,2023-06-29,id14058,14058,COK,189.0
Samoa,894.26,2023-06-29,id14058,14058,SAM,190.0
Brunei Darussalam,891.12,2023-06-29,id14058,14058,BRU,191.0
Bangladesh,889.5,2023-06-29,id14058,14058,BAN,192.0
Djibouti,889.2,2023-06-29,id14058,14058,DJI,193.0
Tonga,861.81,2023-06-29,id14058,14058,TGA,194.0
Timor-Leste,860.45,2023-06-29,id14058,14058,TLS,195.0
Seychelles,860.13,2023-06-29,id14058,14058,SEY,196.0
Cayman Islands,859.83,2023-06-29,id14058,14058,CAY,197.0
Eritrea,855.56,2023-06-29,id14058,14058,ERI,198.0
Somalia,854.72,2023-06-29,id14058,14058,SOM,199.0
Bahamas,852.87,2023-06-29,id14058,14058,BAH,200.0
Pakistan,852.13,2023-06-29,id14058,14058,PAK,201.0
Gibraltar,851.64,2023-06-29,id14058,14058,GIB,202.0
Aruba,850.88,2023-06-29,id14058,14058,ARU,203.0
Liechtenstein,848.82,2023-06-29,id14058,14058,LIE,204.0
Turks and Caicos Islands,839.39,2023-06-29,id14058,14058,TCA,205.0
Guam,838.33,2023-06-29,id14058,14058,GUM,206.0
Sri Lanka,825.25,2023-06-29,id14058,14058,SRI,207.0
US Virgin Islands,816.59,2023-06-29,id14058,14058,VIR,208.0
British Virgin Islands,804.11,2023-06-29,id14058,14058,VGB,209.0
Anguilla,785.69,2023-06-29,id14058,14058,AIA,210.0
San Marino,753.11,2023-06-29,id14058,14058,SMR,211.0
Argentina,1843.73,2023-07-20,id14079,14079,ARG,1.0
France,1843.54,2023-07-20,id14079,14079,FRA,2.0
Brazil,1828.27,2023-07-20,id14079,14079,BRA,3.0
England,1797.39,2023-07-20,id14079,14079,ENG,4.0
Belgium,1788.55,2023-07-20,id14079,14079,BEL,5.0
Croatia,1742.55,2023-07-20,id14079,14079,CRO,6.0
Netherlands,1731.23,2023-07-20,id14079,14079,NED,7.0
Italy,1726.58,2023-07-20,id14079,14079,ITA,8.0
Portugal,1718.25,2023-07-20,id14079,14079,POR,9.0
Spain,1703.45,2023-07-20,id14079,14079,ESP,10.0
USA,1674.48,2023-07-20,id14079,14079,USA,11.0
Mexico,1665.59,2023-07-20,id14079,14079,MEX,12.0
Switzerland,1661.12,2023-07-20,id14079,14079,SUI,13.0
Morocco,1655.5,2023-07-20,id14079,14079,MAR,14.0
Germany,1636.32,2023-07-20,id14079,14079,GER,15.0
Uruguay,1633.13,2023-07-20,id14079,14079,URU,16.0
Colombia,1624.91,2023-07-20,id14079,14079,COL,17.0
Senegal,1612.61,2023-07-20,id14079,14079,SEN,18.0
Denmark,1597.37,2023-07-20,id14079,14079,DEN,19.0
Japan,1595.96,2023-07-20,id14079,14079,JPN,20.0
Peru,1561.2,2023-07-20,id14079,14079,PER,21.0
IR Iran,1556.59,2023-07-20,id14079,14079,IRN,22.0
Sweden,1547.11,2023-07-20,id14079,14079,SWE,23.0
Ukraine,1541.25,2023-07-20,id14079,14079,UKR,24.0
Serbia,1539.03,2023-07-20,id14079,14079,SRB,25.0
Poland,1536.99,2023-07-20,id14079,14079,POL,26.0
Australia,1530.45,2023-07-20,id14079,14079,AUS,27.0
Korea Republic,1529.3,2023-07-20,id14079,14079,KOR,28.0
Austria,1528.06,2023-07-20,id14079,14079,AUT,29.0
Scotland,1520.24,2023-07-20,id14079,14079,SCO,30.0
Tunisia,1516.66,2023-07-20,id14079,14079,TUN,31.0
Chile,1511.31,2023-07-20,id14079,14079,CHI,32.0
Algeria,1511.23,2023-07-20,id14079,14079,ALG,33.0
Egypt,1509.89,2023-07-20,id14079,14079,EGY,34.0
Wales,1506.04,2023-07-20,id14079,14079,WAL,35.0
Hungary,1504.57,2023-07-20,id14079,14079,HUN,36.0
Czechia,1503.69,2023-07-20,id14079,14079,CZE,37.0
Russia,1495.53,2023-07-20,id14079,14079,RUS,38.0
Nigeria,1486.48,2023-07-20,id14079,14079,NGA,39.0
Ecuador,1486.47,2023-07-20,id14079,14079,ECU,40.0
Türkiye,1484.47,2023-07-20,id14079,14079,TUR,41.0
Cameroon,1470.97,2023-07-20,id14079,14079,CMR,42.0
Canada,1458.58,2023-07-20,id14079,14079,CAN,43.0
Norway,1458.47,2023-07-20,id14079,14079,NOR,44.0
Panama,1453.94,2023-07-20,id14079,14079,PAN,45.0
Costa Rica,1453.56,2023-07-20,id14079,14079,CRC,46.0
Slovakia,1447.05,2023-07-20,id14079,14079,SVK,47.0
Romania,1443.98,2023-07-20,id14079,14079,ROU,48.0
Paraguay,1442.64,2023-07-20,id14079,14079,PAR,49.0
Greece,1441.06,2023-07-20,id14079,14079,GRE,50.0
Mali,1438.01,2023-07-20,id14079,14079,MLI,51.0
Côte d'Ivoire,1433.38,2023-07-20,id14079,14079,CIV,52.0
Republic of Ireland,1426.26,2023-07-20,id14079,14079,IRL,53.0
Saudi Arabia,1421.46,2023-07-20,id14079,14079,KSA,54.0
Finland,1419.47,2023-07-20,id14079,14079,FIN,55.0
Burkina Faso,1419.18,2023-07-20,id14079,14079,BFA,56.0
Venezuela,1417.23,2023-07-20,id14079,14079,VEN,57.0
Jamaica,1409.73,2023-07-20,id14079,14079,JAM,58.0
Qatar,1395.57,2023-07-20,id14079,14079,QAT,59.0
Ghana,1391.13,2023-07-20,id14079,14079,GHA,60.0
Slovenia,1391.04,2023-07-20,id14079,14079,SVN,61.0
Bosnia and Herzegovina,1381.1,2023-07-20,id14079,14079,BIH,62.0
South Africa,1368.25,2023-07-20,id14079,14079,RSA,63.0
Northern Ireland,1361.17,2023-07-20,id14079,14079,NIR,64.0
Albania,1357.39,2023-07-20,id14079,14079,ALB,65.0
Cabo Verde,1354.65,2023-07-20,id14079,14079,CPV,66.0
Iceland,1352.98,2023-07-20,id14079,14079,ISL,67.0
North Macedonia,1350.53,2023-07-20,id14079,14079,MKD,68.0
Congo DR,1350.11,2023-07-20,id14079,14079,COD,69.0
Iraq,1345.21,2023-07-20,id14079,14079,IRQ,70.0
Montenegro,1343.45,2023-07-20,id14079,14079,MNE,71.0
United Arab Emirates,1336.28,2023-07-20,id14079,14079,UAE,72.0
Oman,1332.45,2023-07-20,id14079,14079,OMA,73.0
Uzbekistan,1327.58,2023-07-20,id14079,14079,UZB,74.0
El Salvador,1325.47,2023-07-20,id14079,14079,SLV,75.0
Israel,1323.81,2023-07-20,id14079,14079,ISR,76.0
Bulgaria,1315.48,2023-07-20,id14079,14079,BUL,77.0
Georgia,1312.8,2023-07-20,id14079,14079,GEO,78.0
Honduras,1309.23,2023-07-20,id14079,14079,HON,79.0
China PR,1304.78,2023-07-20,id14079,14079,CHN,80.0
Guinea,1296.75,2023-07-20,id14079,14079,GUI,81.0
Jordan,1296.26,2023-07-20,id14079,14079,JOR,82.0
Bolivia,1295.09,2023-07-20,id14079,14079,BOL,83.0
Zambia,1293.77,2023-07-20,id14079,14079,ZAM,84.0
Gabon,1285.25,2023-07-20,id14079,14079,GAB,85.0
Bahrain,1282.05,2023-07-20,id14079,14079,BHR,86.0
Haiti,1272.64,2023-07-20,id14079,14079,HAI,87.0
Curaçao,1267.87,2023-07-20,id14079,14079,CUW,88.0
Luxembourg,1262.72,2023-07-20,id14079,14079,LUX,89.0
Armenia,1252.6,2023-07-20,id14079,14079,ARM,90.0
Equatorial Guinea,1251.83,2023-07-20,id14079,14079,EQG,91.0
Uganda,1250.32,2023-07-20,id14079,14079,UGA,92.0
Benin,1248.13,2023-07-20,id14079,14079,BEN,93.0
Syria,1241.62,2023-07-20,id14079,14079,SYR,94.0
Vietnam,1238.23,2023-07-20,id14079,14079,VIE,95.0
Palestine,1233.02,2023-07-20,id14079,14079,PLE,96.0
Kyrgyz Republic,1224.8,2023-07-20,id14079,14079,KGZ,97.0
Belarus,1212.28,2023-07-20,id14079,14079,BLR,98.0
India,1208.69,2023-07-20,id14079,14079,IND,99.0
Lebanon,1205.77,2023-07-20,id14079,14079,LBN,100.0
Mauritania,1205.18,2023-07-20,id14079,14079,MTN,101.0
Trinidad and Tobago,1199.74,2023-07-20,id14079,14079,TRI,102.0
Aotearoa New Zealand,1199.04,2023-07-20,id14079,14079,NZL,103.0
Kazakhstan,1198.24,2023-07-20,id14079,14079,KAZ,104.0
Kenya,1191.07,2023-07-20,id14079,14079,KEN,105.0
Congo,1190.63,2023-07-20,id14079,14079,CGO,106.0
Guatemala,1186.71,2023-07-20,id14079,14079,GUA,107.0
Madagascar,1186.09,2023-07-20,id14079,14079,MAD,108.0
Kosovo,1179.69,2023-07-20,id14079,14079,KOS,109.0
Tajikistan,1179.54,2023-07-20,id14079,14079,TJK,110.0
Estonia,1179.3,2023-07-20,id14079,14079,EST,111.0
Guinea-Bissau,1178.93,2023-07-20,id14079,14079,GNB,112.0
Thailand,1174.37,2023-07-20,id14079,14079,THA,113.0
Namibia,1172.41,2023-07-20,id14079,14079,NAM,114.0
Korea DPR,1169.96,2023-07-20,id14079,14079,PRK,115.0
Angola,1169.07,2023-07-20,id14079,14079,ANG,116.0
Mozambique,1164.25,2023-07-20,id14079,14079,MOZ,117.0
Cyprus,1163.73,2023-07-20,id14079,14079,CYP,118.0
The Gambia,1159.82,2023-07-20,id14079,14079,GAM,119.0
Sierra Leone,1156.11,2023-07-20,id14079,14079,SLE,120.0
Azerbaijan,1143.22,2023-07-20,id14079,14079,AZE,121.0
Togo,1140.88,2023-07-20,id14079,14079,TOG,122.0
Malawi,1140.65,2023-07-20,id14079,14079,MWI,123.0
Tanzania,1138.79,2023-07-20,id14079,14079,TAN,124.0
Zimbabwe,1138.56,2023-07-20,id14079,14079,ZIM,125.0
Central African Republic,1133.5,2023-07-20,id14079,14079,CTA,126.0
Libya,1130.75,2023-07-20,id14079,14079,LBY,127.0
Niger,1129.67,2023-07-20,id14079,14079,NIG,128.0
Faroe Islands,1126.3,2023-07-20,id14079,14079,FRO,129.0
Comoros,1119.99,2023-07-20,id14079,14079,COM,130.0
Sudan,1116.21,2023-07-20,id14079,14079,SDN,131.0
Antigua and Barbuda,1107.51,2023-07-20,id14079,14079,ATG,132.0
Solomon Islands,1097.61,2023-07-20,id14079,14079,SOL,133.0
Latvia,1096.19,2023-07-20,id14079,14079,LVA,134.0
Philippines,1095.66,2023-07-20,id14079,14079,PHI,135.0
Malaysia,1091.57,2023-07-20,id14079,14079,MAS,136.0
Kuwait,1090.42,2023-07-20,id14079,14079,KUW,137.0
Turkmenistan,1089.77,2023-07-20,id14079,14079,TKM,138.0
Rwanda,1089.46,2023-07-20,id14079,14079,RWA,139.0
Burundi,1085.06,2023-07-20,id14079,14079,BDI,140.0
Nicaragua,1076.11,2023-07-20,id14079,14079,NCA,141.0
Ethiopia,1074.47,2023-07-20,id14079,14079,ETH,142.0
Suriname,1073.57,2023-07-20,id14079,14079,SUR,143.0
Lithuania,1069.97,2023-07-20,id14079,14079,LTU,144.0
St Kitts and Nevis,1066.81,2023-07-20,id14079,14079,SKN,145.0
Eswatini,1058.19,2023-07-20,id14079,14079,SWZ,146.0
Botswana,1054.31,2023-07-20,id14079,14079,BOT,147.0
Liberia,1049.94,2023-07-20,id14079,14079,LBR,148.0
"Hong Kong, China",1049.74,2023-07-20,id14079,14079,HKG,149.0
Indonesia,1047.46,2023-07-20,id14079,14079,IDN,150.0
Lesotho,1038.68,2023-07-20,id14079,14079,LES,151.0
Dominican Republic,1036.74,2023-07-20,id14079,14079,DOM,152.0
Chinese Taipei,1028.18,2023-07-20,id14079,14079,TPE,153.0
Andorra,1022.3,2023-07-20,id14079,14079,AND,154.0
Maldives,1021.85,2023-07-20,id14079,14079,MDV,155.0
Yemen,1020.37,2023-07-20,id14079,14079,YEM,156.0
Afghanistan,1020.32,2023-07-20,id14079,14079,AFG,157.0
Singapore,1014.78,2023-07-20,id14079,14079,SGP,158.0
Papua New Guinea,1003.28,2023-07-20,id14079,14079,PNG,159.0
Myanmar,1000.26,2023-07-20,id14079,14079,MYA,160.0
New Caledonia,995.58,2023-07-20,id14079,14079,NCL,161.0
Tahiti,995.11,2023-07-20,id14079,14079,TAH,162.0
Puerto Rico,993.8,2023-07-20,id14079,14079,PUR,163.0
Moldova,990.73,2023-07-20,id14079,14079,MDA,164.0
Vanuatu,986.44,2023-07-20,id14079,14079,VAN,165.0
Barbados,984.05,2023-07-20,id14079,14079,BRB,166.0
South Sudan,983.35,2023-07-20,id14079,14079,SSD,167.0
Guyana,981.69,2023-07-20,id14079,14079,GUY,168.0
Fiji,980.48,2023-07-20,id14079,14079,FIJ,169.0
St Lucia,978.91,2023-07-20,id14079,14079,LCA,170.0
Malta,972.86,2023-07-20,id14079,14079,MLT,171.0
Cuba,968.29,2023-07-20,id14079,14079,CUB,172.0
Bermuda,966.27,2023-07-20,id14079,14079,BER,173.0
Grenada,960.77,2023-07-20,id14079,14079,GRN,174.0
Nepal,958.05,2023-07-20,id14079,14079,NEP,175.0
Cambodia,942.97,2023-07-20,id14079,14079,CAM,176.0
Belize,939.96,2023-07-20,id14079,14079,BLZ,177.0
St Vincent and the Grenadines,938.28,2023-07-20,id14079,14079,VIN,178.0
Montserrat,938.02,2023-07-20,id14079,14079,MSR,179.0
Mauritius,936.09,2023-07-20,id14079,14079,MRI,180.0
Chad,930.22,2023-07-20,id14079,14079,CHA,181.0
Macau,913.68,2023-07-20,id14079,14079,MAC,182.0
Mongolia,908.71,2023-07-20,id14079,14079,MNG,183.0
Dominica,904.88,2023-07-20,id14079,14079,DMA,184.0
Bhutan,900.65,2023-07-20,id14079,14079,BHU,185.0
São Tomé and Príncipe,900.07,2023-07-20,id14079,14079,STP,186.0
Laos,899.58,2023-07-20,id14079,14079,LAO,187.0
Cook Islands,899.33,2023-07-20,id14079,14079,COK,188.0
Bangladesh,892.44,2023-07-20,id14079,14079,BAN,189.0
Brunei Darussalam,891.12,2023-07-20,id14079,14079,BRU,190.0
Djibouti,889.2,2023-07-20,id14079,14079,DJI,191.0
Timor-Leste,860.45,2023-07-20,id14079,14079,TLS,192.0
Cayman Islands,859.83,2023-07-20,id14079,14079,CAY,193.0
Seychelles,856.71,2023-07-20,id14079,14079,SEY,194.0
Eritrea,855.56,2023-07-20,id14079,14079,ERI,195.0
Somalia,854.72,2023-07-20,id14079,14079,SOM,196.0
Bahamas,852.87,2023-07-20,id14079,14079,BAH,197.0
Gibraltar,851.64,2023-07-20,id14079,14079,GIB,198.0
Aruba,850.88,2023-07-20,id14079,14079,ARU,199.0
Liechtenstein,848.82,2023-07-20,id14079,14079,LIE,200.0
Pakistan,847.67,2023-07-20,id14079,14079,PAK,201.0
Turks and Caicos Islands,839.39,2023-07-20,id14079,14079,TCA,202.0
Guam,838.33,2023-07-20,id14079,14079,GUM,203.0
Sri Lanka,825.25,2023-07-20,id14079,14079,SRI,204.0
US Virgin Islands,816.59,2023-07-20,id14079,14079,VIR,205.0
British Virgin Islands,804.11,2023-07-20,id14079,14079,VGB,206.0
Anguilla,785.69,2023-07-20,id14079,14079,AIA,207.0
San Marino,753.11,2023-07-20,id14079,14079,SMR,208.0
Argentina,1851.41,2023-09-21,id14142,14142,ARG,1.0
France,1840.76,2023-09-21,id14142,14142,FRA,2.0
Brazil,1837.61,2023-09-21,id14142,14142,BRA,3.0
England,1794.34,2023-09-21,id14142,14142,ENG,4.0
Belgium,1792.64,2023-09-21,id14142,14142,BEL,5.0
Croatia,1747.83,2023-09-21,id14142,14142,CRO,6.0
Netherlands,1743.15,2023-09-21,id14142,14142,NED,7.0
Portugal,1728.58,2023-09-21,id14142,14142,POR,8.0
Italy,1727.37,2023-09-21,id14142,14142,ITA,9.0
Spain,1710.72,2023-09-21,id14142,14142,ESP,10.0
USA,1678.71,2023-09-21,id14142,14142,USA,11.0
Mexico,1661.46,2023-09-21,id14142,14142,MEX,12.0
Morocco,1658.32,2023-09-21,id14142,14142,MAR,13.0
Switzerland,1654.11,2023-09-21,id14142,14142,SUI,14.0
Germany,1637.9,2023-09-21,id14142,14142,GER,15.0
